Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined,Item_Visibility_MeanRatio,Outlet
FDT37,14.15,0,0.035240817,255.5014,OUT013,0,2,1,5355.0294,26,1,1.0595531684051385,1
FDU04,7.93,0,0.005557062,122.1414,OUT049,1,0,1,2924.1936,14,1,1.1624589158927718,9
NCH30,17.1,1,0.06715405299999999,114.38600000000001,OUT046,2,0,1,1245.046,16,2,0.9589528560661263,8
DRG37,16.2,0,0.019362306,154.6972,OUT013,0,2,1,1713.7692,26,0,0.9573363153576776,1
FDS13,6.465,0,0.124506117,264.7884,OUT046,2,0,1,3709.8376,16,1,0.9589528573669759,8
FDQ47,7.155,2,0.168871496,34.3874,OUT018,1,2,2,670.4606,4,1,0.8782920650075144,3
FDY26,20.6,2,0.030504756,212.6244,OUT035,2,1,1,3599.3148,9,1,0.9294568043001391,6
FDB14,20.25,2,0.10314237300000001,94.61200000000001,OUT018,1,2,2,652.484,4,1,1.0371328153028743,3
FDV45,16.75,0,0.07887225099999999,189.5556,OUT019,2,0,0,1126.5336,28,1,1.6148105850395988,4
FDR23,15.85,0,0.082120687,177.437,OUT018,1,2,2,5645.984,4,1,0.9630053981876097,3
NCS29,9.0,1,0.069487587,266.6884,OUT013,0,2,1,3974.8259999999996,26,2,0.8740008693673719,1
FDK33,17.849999999999998,0,0.011180843000000001,213.456,OUT027,1,2,3,4261.12,28,1,0.8704928889324156,5
FDW24,6.799999999999999,0,0.037315469,50.0034,OUT027,1,2,3,1992.7394,28,1,0.8704928832053439,5
FDR08,18.7,0,0.037835765,111.1886,OUT017,2,1,1,2334.9606,6,1,1.0368809393915746,2
FDB45,20.85,0,0.021312043,104.9306,OUT013,0,2,1,2299.6732,26,1,0.9215224258867487,1
FDW32,18.35,2,0.09421836300000001,83.9882,OUT013,0,2,1,1202.4348,26,1,0.8740008623445664,1
FDN21,18.6,0,0.076841095,162.2236,OUT035,2,1,1,2900.2248,9,1,1.024572796299857,6
FDH56,9.8,2,0.063805139,117.3492,OUT035,2,1,1,810.9444,9,1,0.8745633927734371,6
FDQ07,15.1,2,0.087542757,219.8456,OUT049,1,0,1,6189.2768,14,1,0.923723828920212,9
FDU58,6.61,2,0.028871235,188.7898,OUT027,1,2,3,2057.9878,28,1,1.0319385230664078,5
FDK36,7.09,0,0.00720931,48.1034,OUT013,0,2,1,1069.2748,26,1,1.0363413689873573,1
NCG18,15.299999999999999,1,0.02286663,102.8332,OUT027,1,2,3,2768.3964,28,2,0.9539191445016906,5
FDQ26,13.5,2,0.067543727,57.2562,OUT027,1,2,3,2073.967,28,1,1.0318822355208512,5
DRL47,19.7,0,0.038549197,127.5362,OUT027,1,2,3,1006.6896,28,0,1.0227997439583667,5
DRJ11,9.5,0,0.07255022477777778,188.9872,OUT017,2,1,1,1323.6104,6,0,1.0,2
FDB41,19.0,2,0.097709541,48.6718,OUT018,1,2,2,614.5334,4,1,0.8782920661060024,3
NCA06,20.5,1,0.143283608,37.919000000000004,OUT046,2,0,1,183.095,16,2,1.1423063278600432,8
NCZ41,19.85,1,0.064551885,125.2704,OUT045,2,1,1,2127.8968,11,2,1.1446229568700046,7
NCD54,21.1,1,0.029173031000000002,145.7786,OUT017,2,1,1,1444.786,6,2,0.9275067700464971,2
FDM34,19.0,0,0.06712095400000001,132.9626,OUT027,1,2,3,3279.065,28,1,0.9539191528995425,5
FDL57,15.1,2,0.067020992,260.3304,OUT013,0,2,1,5424.9384,26,1,0.9215224135261685,1
NCD30,19.7,1,0.026826918999999998,98.7726,OUT013,0,2,1,1859.5794,26,2,1.0352775481863585,1
FDH17,16.2,2,0.01665334,97.3726,OUT046,2,0,1,2055.3246,16,1,0.9222899011616129,8
FDD57,18.1,0,0.022395357,96.5094,OUT035,2,1,1,1332.9316,9,1,0.9294568334488048,6
FDC58,10.195,0,0.042113173,42.5428,OUT018,1,2,2,878.8560000000001,4,1,1.3364786240880082,3
FDX47,6.55,2,0.034604342999999996,157.8288,OUT046,2,0,1,2514.0608,16,1,0.874728787534758,8
FDC50,15.85,0,0.136774734,94.4094,OUT045,2,1,1,1428.141,11,1,0.9605050179544772,7
NCS53,14.5,1,0.08934343300000001,157.3604,OUT027,1,2,3,6021.4952,28,2,0.917823691590362,5
FDY13,12.1,0,0.030250132000000002,75.267,OUT018,1,2,2,612.536,4,1,0.9260469260913762,3
FDP44,16.5,2,0.079698503,100.6332,OUT035,2,1,1,1537.9979999999998,9,1,0.9294568231213592,6
FDH60,19.7,2,0.141360118,197.31099999999998,OUT019,2,0,0,392.82199999999995,28,1,2.0320273948957133,4
FDR02,16.7,0,0.036933417,109.1886,OUT010,2,2,0,222.3772,15,1,1.4641166553497842,0
FDK48,7.445,0,0.037449987000000004,76.7354,OUT027,1,2,3,2783.7098,28,1,1.1658849694355047,5
FDO24,11.1,0,0.294948897,159.0604,OUT010,2,2,0,792.302,15,1,1.9284042901722098,0
FDE20,11.35,2,0.005525913,168.27900000000002,OUT013,0,2,1,2376.906,26,1,0.9982382876204445,1
FDM04,9.195,2,0.04712061,53.1666,OUT046,2,0,1,768.9989999999999,16,1,1.1239534600983305,8
NCH07,13.150000000000002,1,0.162248011,160.4604,OUT019,2,0,0,316.9208,28,2,1.531537196921604,4
DRP35,18.85,0,0.09086729699999999,127.3336,OUT046,2,0,1,3962.8416,16,0,0.9222899134490374,8
FDO11,8.0,2,0.030264897000000002,250.3092,OUT046,2,0,1,6723.2484,16,1,0.8747287995502205,8
NCM30,19.1,1,0.067295406,41.9796,OUT046,2,0,1,701.7532,16,2,0.9222899181995428,8
DRF27,8.93,0,0.02827966,152.234,OUT027,1,2,3,1071.938,28,0,0.9178236816142004,5
NCR18,15.849999999999998,1,0.020388413,44.4112,OUT027,1,2,3,767.0016,28,2,0.994231720995157,5
FDS48,15.150000000000002,0,0.027644732,149.4708,OUT027,1,2,3,3159.8868,28,1,1.0554744337713249,5
FDO32,6.36,0,0.120731024,46.506,OUT049,1,0,1,652.484,14,1,0.9310779324454015,9
NCP05,19.6,1,0.025429614,151.7024,OUT017,2,1,1,2884.2456,6,2,1.3557432780011236,2
FDF44,7.170000000000001,2,0.059438787,130.9968,OUT027,1,2,3,4828.3816,28,1,0.9251308103831208,5
FDX56,17.1,2,0.074059474,209.0638,OUT046,2,0,1,3520.0846,16,1,1.027776803681613,8
FDE46,18.599999999999998,0,0.015693328,150.7366,OUT027,1,2,3,906.8196,28,1,0.9178236838659609,5
FDQ09,7.235,0,0.057850699000000005,113.2834,OUT027,1,2,3,4376.9692,28,1,1.022855025993376,5
NCB54,8.76,1,0.050011058,126.7336,OUT013,0,2,1,639.168,26,2,0.9215224109359671,1
NCV18,6.775,1,0.105225964,84.225,OUT035,2,1,1,3162.55,9,2,0.9221155180256484,6
NCG55,16.25,1,0.039207025,116.1176,OUT049,1,0,1,2633.9048,14,2,1.1443409420207198,9
FDV14,19.85,0,0.044489064,89.4856,OUT035,2,1,1,1054.6272,9,1,0.9221155294792669,6
FDT31,19.75,0,0.012437935,189.9872,OUT013,0,2,1,3781.744,26,1,0.8740008420470836,1
DRD12,6.96,0,0.077350112,91.4146,OUT045,2,1,1,638.5022,11,0,1.0431636575200829,7
FDZ40,8.935,0,0.040346436,53.7298,OUT018,1,2,2,593.2278,4,1,0.8782920652269854,3
DRI11,8.26,0,0.057585723,113.7834,OUT010,2,2,0,115.1834,15,0,1.4641166783904704,0
FDP23,6.71,0,0.03565903,218.3166,OUT045,2,1,1,1959.4494,11,1,0.9604458050669263,7
FDY02,8.945,2,0.087629354,263.491,OUT035,2,1,1,1840.9370000000001,9,1,0.9589170879889756,6
FDM03,12.65,0,0.0924621275,107.8938,OUT046,2,0,1,750.3566,16,1,1.0,8
FDF35,15.0,0,0.154228739,107.3938,OUT049,1,0,1,750.3566,14,1,1.0006230353420822,9
DRM37,15.35,0,0.096943078,196.5768,OUT017,2,1,1,7685.9952,6,0,0.9641442028258054,2
NCV41,14.35,1,0.017065268,109.5228,OUT049,1,0,1,1768.3648,14,2,0.8760887760467075,9
NCK53,11.599999999999998,1,0.0392233835,100.8042,OUT027,1,2,3,3472.147,28,2,1.0,5
FDW23,5.765,0,0.082178616,37.0164,OUT045,2,1,1,540.6296,11,1,0.9241603434478681,7
FDW12,8.315,2,0.035542581000000004,143.3444,OUT013,0,2,1,1596.5884,26,1,0.9581548442364035,1
FDG44,6.13,0,0.10217162699999999,53.8298,OUT035,2,1,1,1024.6662,9,1,1.159102143396111,6
FDJ36,14.5,2,0.128235818,104.1332,OUT035,2,1,1,205.0664,9,1,0.9294568192163258,6
FDX55,15.1,0,0.055205899999999995,219.4166,OUT046,2,0,1,6096.0648,16,1,1.0278323535274234,8
DRG13,17.25,0,0.037337632,163.7526,OUT018,1,2,2,3289.052,4,0,0.9254970362402257,3
NCD06,13.0,1,0.09924262199999999,46.306000000000004,OUT013,0,2,1,699.09,26,2,0.9215224061640308,1
FDW22,9.695000000000002,2,0.030143704,222.0114,OUT027,1,2,3,6207.9192,28,1,1.1361138290648156,5
FDD33,12.85,0,0.108412059,233.2642,OUT045,2,1,1,3950.1914,11,1,1.1741858446210773,7
FDG24,7.975,0,0.014628381999999999,82.325,OUT035,2,1,1,1331.6,9,1,0.9988808207556866,6
FDE05,10.895,2,0.032454046,144.8102,OUT046,2,0,1,3062.0142,16,1,1.0369600251671007,8
FDZ12,9.17,0,0.10297881699999999,144.947,OUT046,2,0,1,4294.41,16,1,1.0329251129547128,8
FDX37,16.2,0,0.10549819199999999,101.47,OUT010,2,2,0,399.48,15,1,1.7350867147699667,0
FDE44,14.65,0,0.171355643,47.6692,OUT035,2,1,1,739.038,9,1,1.0276379986874136,6
FDS52,8.89,0,0.009585169000000001,102.5016,OUT019,2,0,0,101.2016,28,1,1.5315371411740453,4
FDO39,6.985,2,0.137926458,184.7608,OUT018,1,2,2,4042.7376,4,1,1.0324471248668239,3
FDI32,17.7,0,0.1643646422,115.0834,OUT045,2,1,1,2764.4016,11,1,1.0,7
FDV28,16.1,2,0.15054247410000002,35.1558,OUT017,2,1,1,339.55800000000005,6,1,1.0,2
NCP53,14.75,1,0.033076388,237.2906,OUT017,2,1,1,3089.9778,6,2,1.004720900341295,2
NCN43,12.15,1,0.006770251999999999,124.473,OUT049,1,0,1,1231.73,14,2,0.9600687661591673,9
NCI31,20.0,1,0.142393355,36.419000000000004,OUT019,2,0,0,109.85700000000001,28,2,1.6783470417231978,4
FDK55,18.5,0,0.025813943,89.1172,OUT045,2,1,1,892.172,11,1,0.924160348630621,7
FDC17,12.15,0,0.015548178000000001,211.2928,OUT017,2,1,1,5049.4272,6,1,0.9275067444999316,2
FDV28,16.1,2,0.159698192,32.0558,OUT035,2,1,1,1018.674,9,1,1.0608181707836033,6
FDY26,20.6,2,0.030634812999999997,212.9244,OUT018,1,2,2,2540.6928,4,1,0.9334195425563264,3
NCU06,17.6,1,0.074522745,228.801,OUT049,1,0,1,3215.8140000000003,14,2,0.9154285360352005,9
FDV16,7.75,2,0.145200948,35.4558,OUT019,2,0,0,135.8232,28,1,1.7996017651064116,4
FDY31,5.98,0,0.043651197999999995,146.1418,OUT045,2,1,1,3089.9778,11,1,0.8765027679318217,7
DRE37,13.5,0,0.094366079,190.9872,OUT049,1,0,1,2836.308,14,0,1.0291697634603554,9
FDH33,12.85,0,0.121702394,42.7428,OUT035,2,1,1,703.0848,9,1,1.0268322979111872,6
FDA46,13.6,0,0.117613212,194.2136,OUT035,2,1,1,2527.3768,9,1,0.9294568171205791,6
FDP12,9.8,2,0.045258247,35.9874,OUT035,2,1,1,282.2992,9,1,0.9988808393395963,6
FDJ09,15.0,0,0.058485617000000004,44.7744,OUT049,1,0,1,679.1160000000001,14,1,1.3337084902363097,9
NCS54,13.599999999999998,1,0.00994477,177.83700000000002,OUT027,1,2,3,6528.169,28,2,0.9251307797513921,5
FDJ33,8.894999999999998,2,0.087894475,121.17299999999999,OUT027,1,2,3,2586.633,28,1,0.8704928813020102,5
FDF32,16.35,0,0.113953562,198.2426,OUT010,2,2,0,790.9704,15,1,1.9622014686917844,0
FDN24,14.099999999999998,0,0.19831664899999998,54.3956,OUT019,2,0,0,272.978,28,1,1.6148105880481134,4
FDX21,7.05,0,0.084949955,109.7912,OUT035,2,1,1,1091.912,9,1,0.874563392911938,6
FDC57,20.1,2,0.054549098,193.782,OUT013,0,2,1,1158.492,26,1,0.8740008571021917,1
NCZ06,19.6,1,0.09454523599999999,254.7698,OUT018,1,2,2,5327.0658,4,2,0.9260469303051194,3
FDY56,16.35,2,0.062359467,224.0062,OUT013,0,2,1,4288.4178,26,1,0.874000862083921,1
NCH07,13.15,1,0.092811105,159.7604,OUT049,1,0,1,4119.9704,14,2,0.876088765087522,9
FDS44,12.65,2,0.156679617,238.8538,OUT018,1,2,2,4566.7222,4,1,1.0320193057023892,3
FDY33,14.5,2,0.09735225,160.7262,OUT049,1,0,1,1750.3882,14,1,1.029169768865711,9
FDZ48,17.75,0,0.076113671,111.4544,OUT045,2,1,1,1006.6896,11,1,0.9605050185947943,7
FDY48,14.0,0,0.023783007000000002,104.0332,OUT045,2,1,1,1435.4648,11,1,0.9241603491887951,7
FDK16,9.065,0,0.11477129800000001,93.9094,OUT027,1,2,3,3903.5854,28,1,1.0227997459792337,5
FDT16,9.895,2,0.048662357,261.7278,OUT046,2,0,1,4685.9004,16,1,1.036695199171472,8
FDC26,10.195,0,0.211539389,110.9886,OUT010,2,2,0,111.1886,15,1,1.5560143935760058,0
DRJ47,18.25,0,0.04443056099999999,174.208,OUT018,1,2,2,2596.62,4,0,0.8782920698590975,3
FDQ04,6.4,0,0.14186016099999998,41.0796,OUT010,2,2,0,41.2796,15,1,1.6047757043596182,0
FDN40,5.88,0,0.07573019125000001,154.2998,OUT046,2,0,1,1999.3974,16,1,1.0,8
FDS39,6.895,0,0.022441883,143.8812,OUT013,0,2,1,2707.1428,26,1,0.9288589734568948,1
FDC11,20.5,0,0.142370445,90.6172,OUT018,1,2,2,1427.4752,4,1,1.0031395388023312,3
FDQ39,14.8,0,0.13564792,190.8846,OUT010,2,2,0,191.0846,15,1,1.7350867106411196,0
FDB33,17.75,0,0.014602836999999999,158.6262,OUT049,1,0,1,3819.0288,14,1,0.8645306007299969,9
FDU27,18.6,2,0.28701714,48.8376,OUT010,2,2,0,47.9376,15,1,1.7360676676264626,0
FDM44,12.5,0,0.031112643,104.999,OUT045,2,1,1,1444.786,11,1,0.8765027561881049,7
FDT32,19.0,2,0.065621523,186.5214,OUT035,2,1,1,5275.7992,9,1,0.8745633864952554,6
DRC13,8.26,2,0.032573725,125.073,OUT018,1,2,2,985.3839999999999,4,0,1.1466246960374094,3
NCO07,9.06,1,0.009776268000000001,213.75599999999997,OUT046,2,0,1,1065.28,16,2,0.9222899463455677,8
FDJ16,9.195,0,0.11535364199999999,58.9246,OUT018,1,2,2,926.7936,4,1,1.0031395341190106,3
FDB22,8.019999999999998,0,0.110901004,155.0998,OUT027,1,2,3,2768.3964,28,1,1.0321817744067867,5
NCS30,5.945,1,0.093214866,129.1652,OUT045,2,1,1,2841.6344,11,2,1.039497578384789,7
FDQ59,9.799999999999999,2,0.04942485775,84.5908,OUT027,1,2,3,3020.0688,28,1,1.0,5
FDI38,13.35,2,0.014649641000000001,207.3638,OUT049,1,0,1,5797.7864,14,1,1.039006562450612,9
FDR52,12.65,2,0.07603021,189.0846,OUT035,2,1,1,4012.7766,9,1,0.8745633957331805,6
FDT15,12.15,2,0.042855388,181.695,OUT018,1,2,2,2929.52,4,1,0.8782920608697143,3
FDR52,12.650000000000002,2,0.13314425900000001,190.8846,OUT019,2,0,0,191.0846,28,1,1.5315372044009625,4
FDS60,20.85,0,0.032580705,180.06599999999997,OUT018,1,2,2,2157.192,4,1,0.925497040880987,3
FDK52,18.25,0,0.07472621319999999,224.1062,OUT018,1,2,2,4965.5364,4,1,1.0,3
FDA04,11.3,2,0.066865326,260.1962,OUT045,2,1,1,2848.9582,11,1,1.0010958888542996,7
NCQ53,17.6,1,0.018943666,237.359,OUT045,2,1,1,6145.334,11,2,1.0010958729030262,7
FDN28,5.88,2,0.030371121,101.79899999999999,OUT018,1,2,2,1960.781,4,1,1.003139546568347,3
FDU12,15.5,2,0.132630345,263.8568,OUT019,2,0,0,790.9704,28,1,1.531537197877663,4
FDT03,21.25,0,0.01001904,184.6608,OUT045,2,1,1,367.5216,11,1,0.8765027283586466,7
FDY57,20.2,2,0.121254236,94.5752,OUT046,2,0,1,1821.6288,16,1,0.9990697502462934,8
FDH56,9.8,2,0.063764099,113.8492,OUT013,0,2,1,1737.7379999999998,26,1,0.8740008662716233,1
DRM23,16.6,0,0.136286138,171.4422,OUT018,1,2,2,2241.7486,4,0,1.040360606069427,3
FDZ07,15.099999999999998,2,0.164391573,62.8194,OUT019,2,0,0,61.9194,28,1,1.8561353588397185,4
FDK40,7.035,0,0.02189371,262.791,OUT045,2,1,1,3681.8740000000003,11,1,1.2867994625131638,7
FDU04,7.93,0,0.004780437333333333,121.8414,OUT046,2,0,1,2802.3522,16,1,1.0,8
DRL37,15.5,0,0.05144833377777778,41.376999999999995,OUT017,2,1,1,649.155,6,0,1.0,2
FDT26,18.849999999999998,2,0.067624438,120.944,OUT027,1,2,3,1078.596,28,1,0.9942317045662946,5
FDT24,12.35,2,0.18623623600000003,78.7328,OUT045,2,1,1,1390.1904,11,1,1.1733217242398295,7
FDX57,17.25,2,0.047037323,96.4068,OUT027,1,2,3,2624.5836,28,1,1.0315985587629029,5
FDA55,17.2,2,0.099780431,225.2088,OUT019,2,0,0,447.4176,28,1,1.614810592456472,4
NCN05,8.235,1,0.014488997,183.795,OUT045,2,1,1,2929.52,11,2,1.0010959097098222,7
FDR58,6.675,0,0.04200648,92.6462,OUT045,2,1,1,1665.8316,11,1,1.039307961323222,7
FDX47,6.55,2,0.034575546,156.5288,OUT013,0,2,1,1571.2879999999998,26,1,0.874000856798011,1
NCH54,13.5,1,0.07296514400000001,160.692,OUT018,1,2,2,1917.504,4,2,0.8661658321054405,3
NCH42,6.86,1,0.036530411,227.801,OUT035,2,1,1,3904.917,9,2,0.8745633836918566,6
FDH56,9.8,2,0.063946629,116.6492,OUT045,2,1,1,2316.984,11,1,0.8765027659396568,7
FDQ48,14.3,2,0.034551415,98.1726,OUT018,1,2,2,685.1082,4,1,1.1465472287700889,3
FDN20,19.35,0,0.026329988999999998,169.2474,OUT017,2,1,1,3705.8428,6,1,1.0425591916231018,2
FDA15,9.3,0,0.016009057,250.6092,OUT013,0,2,1,6474.2392,26,1,0.9288590052028387,1
FDS48,15.150000000000002,0,0.048637888,149.7708,OUT019,2,0,0,150.4708,28,1,1.8569920408934733,4
FDW02,4.805,2,0.037852995,126.2704,OUT018,1,2,2,3629.9416,4,1,1.0320193061675342,3
FDN03,9.799999999999999,2,0.015016891000000001,248.6408,OUT027,1,2,3,6759.2016,28,1,0.870492862526969,5
FDF57,14.5,2,0.059160135,170.7448,OUT017,2,1,1,2045.3376,6,1,1.0333845345697257,2
DRM37,15.35,0,0.096379585,196.5768,OUT035,2,1,1,4729.8432,9,0,0.9585400016750752,6
NCD54,21.1,1,0.029008944,143.3786,OUT046,2,0,1,866.8716,16,2,0.922289903709344,8
NCQ42,20.349999999999998,1,0.039078047000000005,128.3678,OUT027,1,2,3,3179.195,28,2,0.9544539602278795,5
FDW49,19.5,0,0.082536604,177.2002,OUT035,2,1,1,2149.2024,9,1,0.9585400025403632,6
DRI03,6.03,0,0.022684799999999998,178.1028,OUT013,0,2,1,4604.6728,26,0,1.058956223512119,1
FDD14,20.7,0,0.170152831,182.6266,OUT045,2,1,1,2581.9724,11,1,0.8765027642920181,7
FDN02,16.5,0,0.073827748,208.8638,OUT046,2,0,1,2484.7656,16,1,0.9296326024715422,8
FDQ45,9.5,2,0.010864186000000001,185.3608,OUT027,1,2,3,5329.0632,28,1,1.136505594898031,5
FDX56,17.1,2,0.07436116,206.1638,OUT018,1,2,2,4141.276,4,1,1.0319635181699645,3
FDE51,5.924999999999999,2,0.168901843,43.4086,OUT019,2,0,0,44.6086,28,1,1.5111024033002853,4
FDT47,5.26,2,0.02455854,95.6068,OUT045,2,1,1,2332.9632,11,1,1.0388202924684207,7
FDM22,14.0,2,0.041949832,54.06399999999999,OUT035,2,1,1,1118.5439999999999,9,1,0.9583971452472021,6
FDB27,7.575,0,0.05550245400000001,196.5768,OUT045,2,1,1,1576.6144,11,1,0.9315179235257265,7
FDE02,8.71,0,0.120663214,95.6778,OUT027,1,2,3,2910.2118,28,1,0.9543090915308571,5
FDD38,16.75,2,0.00819018,103.7674,OUT035,2,1,1,2852.2872,9,1,0.957952505384329,6
FDF34,9.3,2,0.014098693,197.7084,OUT017,2,1,1,3372.9428,6,1,0.9348909923618588,2
FDP15,15.2,0,0.0735265702,256.033,OUT010,2,2,0,1281.665,15,1,1.0,0
NCI29,8.6,1,0.032806066,143.6154,OUT017,2,1,1,2127.231,6,2,0.9348909900028066,2
FDU27,18.6,2,0.172446822,47.1376,OUT017,2,1,1,767.0016,6,1,1.0430713373394207,2
NCD55,14.0,1,0.024213354,42.4454,OUT027,1,2,3,293.6178,28,2,0.9251308171514505,5
FDU37,9.5,2,0.10170181033333334,79.596,OUT046,2,0,1,1038.6480000000001,16,1,1.0,8
FDA01,15.0,2,0.05468583900000001,60.2904,OUT017,2,1,1,1581.9408,6,1,0.9348909879677001,2
FDS13,6.465,0,0.124758619,264.1884,OUT045,2,1,1,3444.8492,11,1,0.9608976414484751,7
FDK55,18.5,0,0.02586664,88.9172,OUT018,1,2,2,1695.1268,4,1,0.9260469444866585,3
FDR36,6.715,2,0.121563385,43.7454,OUT035,2,1,1,545.2902,9,1,0.9294568187999687,6
DRK49,14.15,0,0.035999599,41.5138,OUT049,1,0,1,162.4552,14,0,1.0345310273636594,9
DRM23,16.599999999999998,0,0.13099894133333334,171.7422,OUT027,1,2,3,6207.9192,28,0,1.0,5
FDH47,13.5,2,0.21561193,98.6068,OUT010,2,2,0,97.2068,15,1,1.7363844072427739,0
FDZ21,17.6,2,0.039381633,98.041,OUT018,1,2,2,675.7869999999999,4,1,0.9334195223953405,3
FDI57,19.85,0,0.054331235,198.7768,OUT017,2,1,1,4532.7664,6,1,1.0047208857447945,2
FDK26,5.46,2,0.056338482,184.62400000000002,OUT019,2,0,0,1304.968,28,1,1.6775683358037987,4
FDQ36,7.855,2,0.161516894,37.0848,OUT035,2,1,1,447.4176,9,1,1.284104713820528,6
FDJ58,15.599999999999998,2,0.184359831,172.6764,OUT019,2,0,0,858.882,28,1,1.5315372014685693,4
FDD45,8.615,0,0.116484721,94.1436,OUT045,2,1,1,1134.5232,11,1,1.0631705723034202,7
FDG50,7.405,0,0.015302763999999998,89.9146,OUT045,2,1,1,2189.1504,11,1,0.864454509318577,7
FDO36,19.7,0,0.136417078,179.766,OUT019,2,0,0,179.766,28,1,1.6783470430948602,4
NCW42,18.2,1,0.058707159,220.5456,OUT018,1,2,2,3094.6384,4,2,0.9624832482553533,3
NCH18,9.3,1,0.074753743,246.4802,OUT010,2,2,0,982.7208,15,2,1.4641166665224818,0
FDY59,8.195,0,0.031251369,93.3462,OUT027,1,2,3,1018.0082,28,1,1.0321817870931143,5
NCO42,21.25,1,0.024705597000000003,145.1102,OUT045,2,1,1,1603.9122,11,2,0.9241603570435909,7
FDM45,8.655,2,0.088693595,122.5756,OUT017,2,1,1,2181.1608,6,1,1.0047208937331877,2
NCV29,11.8,1,0.038235337,177.5686,OUT010,2,2,0,711.0744,15,2,1.6044346358712822,0
FDT08,13.650000000000002,0,0.048980156,148.705,OUT027,1,2,3,2996.1,28,1,0.9251308191190096,5
NCQ43,17.75,1,0.194874778,110.2912,OUT019,2,0,0,218.3824,28,2,1.857051476969064,4
NCA54,16.5,1,0.036611104,180.9318,OUT013,0,2,1,3247.7724,26,2,0.928858978640451,1
FDW55,12.6,2,0.018741198444444447,248.8092,OUT035,2,1,1,6723.2484,9,1,1.0,6
FDI10,8.51,2,0.07802465,171.4422,OUT027,1,2,3,3448.844,28,1,0.9942317036382885,5
NCS53,14.5,1,0.157190017,156.8604,OUT019,2,0,0,316.9208,28,2,1.6148105892023619,4
FDZ35,9.6,2,0.022170592000000003,105.199,OUT027,1,2,3,3199.1690000000003,28,1,1.0227997311645793,5
FDF10,15.5,2,0.156797787,148.6418,OUT013,0,2,1,3972.8286,26,1,1.1413557324645514,1
FDO38,17.25,0,0.07325106,76.4986,OUT017,2,1,1,778.9860000000001,6,1,0.9348909872756067,2
FDY45,17.5,0,0.026289984,253.7356,OUT017,2,1,1,3815.034,6,1,1.178156097298116,2
FDC40,16.0,2,0.065328932,78.4986,OUT018,1,2,2,1791.6678,4,1,1.00313953989135,3
NCO54,19.5,1,0.014296484,53.7614,OUT049,1,0,1,1436.7964,14,2,0.8760887413287937,9
FDQ14,9.27,0,0.062038986,148.005,OUT018,1,2,2,1797.66,4,1,0.8782920693370938,3
FDM10,18.25,0,0.075908374,213.4218,OUT013,0,2,1,3846.9924,26,1,0.9981057111768229,1
DRK23,8.395,0,0.072383777,251.50400000000002,OUT017,2,1,1,7084.111999999999,6,0,0.9275067700460463,2
NCR17,9.8,1,0.024363026,114.0492,OUT013,0,2,1,2085.2856,26,2,0.9982383547715372,1
FDG31,12.150000000000002,0,0.066351687,65.0826,OUT019,2,0,0,193.7478,28,1,1.6783470411382682,4
FDH02,7.27,2,0.020823289,92.4488,OUT045,2,1,1,996.0368,11,1,1.0382411551315858,7
DRH37,17.6,0,0.041851756000000004,162.7526,OUT017,2,1,1,3124.5994,6,0,0.8796766134208527,2
DRC36,13.0,2,0.045239325999999996,174.1054,OUT017,2,1,1,4377.635,6,0,0.9639236155262895,2
FDB56,8.75,2,0.074778547,186.3556,OUT045,2,1,1,3567.3564,11,1,1.1431675704453537,7
NCK54,12.15,1,0.029583249,114.715,OUT045,2,1,1,1048.635,11,2,1.8041732445203678,7
NCQ17,10.3,1,0.122504696,154.66299999999998,OUT013,0,2,1,2816.3340000000003,26,2,1.0,1
FDM13,6.425,0,0.063432676,132.8626,OUT018,1,2,2,524.6504,4,1,0.9334195375673969,3
FDT44,16.6,0,0.103406065,116.4466,OUT018,1,2,2,1178.4660000000001,4,1,1.0031395346622058,3
FDO28,5.765,0,0.126585095,122.4098,OUT019,2,0,0,120.5098,28,1,1.8000222626119953,4
NCK07,10.65,1,0.04896208,165.8526,OUT017,2,1,1,3946.8624,6,2,1.0047208871565052,2
NCP05,19.6,1,0.025286582999999998,151.8024,OUT046,2,0,1,1366.2216,16,2,1.348117786053201,8
FDX11,16.0,2,0.106752081,181.4634,OUT046,2,0,1,1090.5804,16,1,0.9990697496623459,8
FDS52,8.89,0,0.005485618,99.3016,OUT045,2,1,1,607.2096,11,1,0.8765028252806898,7
FDB14,20.25,2,0.10293224599999999,93.212,OUT045,2,1,1,1304.968,11,1,1.035019914457737,7
NCY06,15.25,1,0.060888514000000005,130.1968,OUT027,1,2,3,1565.9616,28,2,0.9251308172995457,5
FDS45,5.175,2,0.029662795,105.2622,OUT017,2,1,1,2328.9684,6,1,0.8796766060707358,2
DRF23,4.61,0,0.11830829444444443,173.8396,OUT046,2,0,1,1221.0772,16,0,1.0,8
FDD33,12.849999999999998,0,0.09232955711111111,231.9642,OUT027,1,2,3,6970.9259999999995,28,1,1.0,5
NCA53,11.395,1,0.009918699,49.4034,OUT018,1,2,2,777.6544,4,2,1.0316822783974942,3
FDC46,17.7,0,0.116520447,186.0266,OUT035,2,1,1,2950.8256,9,1,0.9294568192865283,6
